id,predict_0,predict_1,predict_2
11066,0.8728124315903198,0.12670101801062605,0.00048655039905409395
18000,0.456280965620605,0.3181527011990813,0.22556633318031366
16964,1.0,0.0,0.0
4795,0.5630602333782336,0.35553679289619877,0.08140297372556753
3392,0.5314764997329042,0.27477197696892774,0.19375152329816794
3795,0.7334643183972539,0.16233088614243993,0.10420479546030612
2881,0.7208336056665509,0.27803717434688613,0.001129219986562913
1903,0.5297612016636901,0.2996130848170822,0.17062571351922756
5245,0.5297612016636901,0.2996130848170822,0.17062571351922756
6726,0.6371006613874174,0.23089932994609413,0.13200000866648837
1311,0.4559928614901091,0.5436408381435905,0.0003663003663003663
15795,0.7333906184591522,0.26651822383802176,9.115770282588879e-05
4315,0.5033229735604704,0.3437401907639522,0.15293683567557748
3393,0.5741166791130083,0.30843984972820226,0.11744347115878935
6764,0.5297612016636901,0.2996130848170822,0.17062571351922756
13039,0.817595744844677,0.18240425515532294,0.0
12331,0.7072845045865386,0.2309514132664967,0.06176408214696481
14276,0.4426090051925038,0.35814034198755157,0.19925065281994464
14638,1.0,0.0,0.0
6573,0.9161987055266477,0.08380129447335224,0.0
2222,0.4595355779959256,0.3452831566967537,0.19518126530732063
8824,1.0,0.0,0.0
6360,0.5715992875910625,0.3218025442880341,0.10659816812090335
7553,0.6635169689199365,0.1810163068100198,0.15546672427004374
13760,0.7087779209787018,0.2501596919129161,0.041062387108382045
4284,0.5297612016636901,0.2996130848170822,0.17062571351922756
1356,0.49441558615409714,0.35568314976573473,0.14990126408016816
3410,0.7551814901144257,0.1503106841222379,0.09450782576333641
4830,0.5297612016636901,0.2996130848170822,0.17062571351922756
8998,0.5715992875910625,0.3218025442880341,0.10659816812090335
18052,1.0,0.0,0.0
7539,0.7333906184591522,0.26651822383802176,9.115770282588879e-05
9529,0.5033229735604704,0.3437401907639522,0.15293683567557748
3656,0.7534044526391319,0.197377022604823,0.049218524756045115
14238,0.5297612016636901,0.2996130848170822,0.17062571351922756
2682,0.7333906184591522,0.26651822383802176,9.115770282588879e-05
7312,0.5297612016636901,0.2996130848170822,0.17062571351922756
12971,0.5297612016636901,0.2996130848170822,0.17062571351922756
10735,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
4050,0.5297612016636901,0.2996130848170822,0.17062571351922756
5943,1.0,0.0,0.0
6482,0.5715992875910625,0.3218025442880341,0.10659816812090335
9746,0.5297612016636901,0.2996130848170822,0.17062571351922756
13320,0.49441558615409714,0.35568314976573473,0.14990126408016816
803,0.5214678581446894,0.2990283053758952,0.17950383647941526
15437,0.7534044526391319,0.197377022604823,0.049218524756045115
12302,0.9161987055266477,0.08380129447335224,0.0
12271,0.6601728112571368,0.33946088837656285,0.0003663003663003663
5341,0.6939696260083907,0.16455447540963897,0.14147589858197035
4427,0.9161987055266477,0.08380129447335224,0.0
529,0.5715992875910625,0.3218025442880341,0.10659816812090335
2022,0.5364816647630193,0.3053772805297315,0.15814105470724918
14625,0.9161987055266477,0.08380129447335224,0.0
2922,0.5297612016636901,0.2996130848170822,0.17062571351922756
16330,0.49441558615409714,0.35568314976573473,0.14990126408016816
12890,0.7333906184591522,0.26651822383802176,9.115770282588879e-05
2140,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
13484,0.5535825395312497,0.320252229000899,0.12616523146785125
12392,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
2322,0.5033229735604704,0.3437401907639522,0.15293683567557748
567,0.5297612016636901,0.2996130848170822,0.17062571351922756
4436,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
12156,0.9161987055266477,0.08380129447335224,0.0
7508,0.28023067236103216,0.584241155899291,0.13552817173967685
6184,0.5297612016636901,0.2996130848170822,0.17062571351922756
12213,0.5102175508700393,0.3015972118012092,0.18818523732875136
6458,0.25466100232510774,0.25991605410129026,0.48542294357360205
13967,0.7955370737877874,0.20446292621221254,0.0
894,0.5033229735604704,0.3437401907639522,0.15293683567557748
7461,0.39874731200447733,0.270824235485035,0.33042845251048764
8949,0.7333906184591522,0.26651822383802176,9.115770282588879e-05
3477,0.46461687614114977,0.3546642376011343,0.18071888625771584
2779,0.8822798126435499,0.11735388699014973,0.0003663003663003663
13551,0.4509947059968697,0.36005382409259046,0.18895146991053985
8297,0.5432225240621634,0.30813105617743625,0.14864641976040027
5050,0.5364816647630193,0.3053772805297315,0.15814105470724918
10716,0.8928536838810551,0.10714631611894491,0.0
16075,0.5115568603176683,0.28959272245420487,0.1988504172281267
1366,0.49441558615409714,0.35568314976573473,0.14990126408016816
774,0.9951338601617483,0.00437958943919748,0.00048655039905409395
7406,0.46461687614114977,0.3546642376011343,0.18071888625771584
2526,0.5297612016636901,0.2996130848170822,0.17062571351922756
9649,0.5432225240621634,0.30813105617743625,0.14864641976040027
16115,0.5297612016636901,0.2996130848170822,0.17062571351922756
14749,0.5741166791130083,0.30843984972820226,0.11744347115878935
14952,0.6113615016846714,0.23551181053856823,0.1531266877767604
4786,0.39874731200447733,0.270824235485035,0.33042845251048764
16513,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
2002,0.9951338601617483,0.00437958943919748,0.00048655039905409395
4701,0.7072845045865386,0.2309514132664967,0.06176408214696481
7742,0.5297612016636901,0.2996130848170822,0.17062571351922756
5905,0.6157475759765043,0.23152417382844162,0.15272825019505412
685,0.635715804605932,0.25655532986307006,0.10772886553099792
11857,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
11628,0.5297612016636901,0.2996130848170822,0.17062571351922756
15024,0.49441558615409714,0.35568314976573473,0.14990126408016816
4168,0.5535825395312497,0.320252229000899,0.12616523146785125
11914,0.49441558615409714,0.35568314976573473,0.14990126408016816
5293,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
3374,0.8928536838810551,0.10714631611894491,0.0
13055,0.9951338601617483,0.00437958943919748,0.00048655039905409395
17759,0.6113615016846714,0.23551181053856823,0.1531266877767604
590,0.6291220178864322,0.31458846550341213,0.05628951661015578
1353,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
11938,0.25466100232510774,0.25991605410129026,0.48542294357360205
1018,0.49441558615409714,0.35568314976573473,0.14990126408016816
14945,0.7677982808469612,0.23211056145021286,9.115770282588879e-05
1001,0.821393566711567,0.12220345956286542,0.05640297372556753
3587,0.4342105040520671,0.38286337880736254,0.18292611714057025
868,0.7208336056665509,0.27803717434688613,0.001129219986562913
9296,0.5297612016636901,0.2996130848170822,0.17062571351922756
12455,0.7333906184591522,0.26651822383802176,9.115770282588879e-05
17132,0.7334643183972539,0.16233088614243993,0.10420479546030612
10240,0.7551814901144257,0.1503106841222379,0.09450782576333641
3696,0.25466100232510774,0.25991605410129026,0.48542294357360205
10355,0.7208336056665509,0.27803717434688613,0.001129219986562913
2206,0.44965152672764735,0.546707744631624,0.003640728640728641
14590,0.9951338601617483,0.00437958943919748,0.00048655039905409395
13191,0.5297612016636901,0.2996130848170822,0.17062571351922756
5882,0.7955370737877874,0.20446292621221254,0.0
12653,0.4559928614901091,0.5436408381435905,0.0003663003663003663
1491,0.5033229735604704,0.3437401907639522,0.15293683567557748
1176,0.6871379844400185,0.2514031837182672,0.06145883184171451
11246,0.5721037301104362,0.25272881281085835,0.1751674570787054
14557,0.5033229735604704,0.3437401907639522,0.15293683567557748
4772,0.5297612016636901,0.2996130848170822,0.17062571351922756
17192,0.817595744844677,0.18240425515532294,0.0
10637,0.4731161491613419,0.5251661991210063,0.0017176517176517177
